repo_nombre,es_privado,tiene_readme,documentacion,archivo_origen,fecha_actualizacion,url_repositorio,clasificacion_dinamica
programmingwithclaudio/practicedev,Sí,No,Sin documentación disponible,,2023-10-22 02:19:59,https://github.com/programmingwithclaudio/practicedev,"{""proposito_principal"": ""No se puede determinar el propósito del proyecto debido a falta de documentación e información disponible"", ""dominio_aplicacion"": ""No se puede determinar el dominio de aplicación"", ""tipo_proyecto"": [], ""tecnologias_backend"": [], ""tecnologias_frontend"": [], ""bases_datos"": [], ""ml_ia"": [], ""devops_cloud"": [], ""funcionalidades_clave"": [], ""lenguajes_programacion"": [], ""tags_adicionales"": []}"
programmingwithclaudio/procesos-etl-sql,Sí,Sí,AUTOMATIZACION A PYTHON PARA LA CONEXION AUTOMATIZACION A PYTHON PARA LA CONEXION,README.md,2024-08-21 19:47:36,https://github.com/programmingwithclaudio/procesos-etl-sql,"{""proposito_principal"": ""Automatización de procesos ETL (Extract, Transform, Load) para conexión a bases de datos SQL"", ""dominio_aplicacion"": ""Data Engineering"", ""tipo_proyecto"": [""ETL Pipeline"", ""CLI Tool""], ""tecnologias_backend"": [], ""tecnologias_frontend"": [], ""bases_datos"": [], ""ml_ia"": [], ""devops_cloud"": [], ""funcionalidades_clave"": [""Conexión automatizada a bases de datos"", ""Procesos ETL""], ""lenguajes_programacion"": [""Python""], ""tags_adicionales"": [""Automatización"", ""SQL""]}"
programmingwithclaudio/programmingwithclaudio,No,Sí,"¡Hola Me llamo Claudio, desarrollo proyectos de Machine Learning Operations (MLOps) en industrias como Hotelería, Contac Center, Transportes y otros. Actualmente colaboró desarrollando soluciones empresariales en procesos de Base de Datos, ETL, Big Data y aplicaciones Web's con IA en Python. ¿Tienes dudas o sugerencias? ¿Los procesos de Analítica de Negocios experimentan constantemente demoras? ¿Como genera valor la IA y la automatización de procesos en negocios, áreas y /o componentes?, toma la decisión de implementar una aplicación Web desarrollada con la metodología Científica de los Datos. Desarrollo demos y consultorías adaptadas a tus necesidades y objetivos. Para cualquier consulta, pueden contactarme en clblommberg@gmail.com",README.md,2024-07-16 01:01:02,https://github.com/programmingwithclaudio/programmingwithclaudio,"{""proposito_principal"": ""Desarrollo de soluciones empresariales en procesos de Base de Datos, ETL, Big Data y aplicaciones Web's con IA en Python"", ""dominio_aplicacion"": ""Hotelería, Contact Center, Transportes"", ""tipo_proyecto"": [""Aplicaciones Web con IA"", ""Procesos ETL"", ""Soluciones de Big Data""], ""tecnologias_backend"": [""Python""], ""tecnologias_frontend"": [], ""bases_datos"": [], ""ml_ia"": [""Machine Learning Operations (MLOps)"", ""IA""], ""devops_cloud"": [], ""funcionalidades_clave"": [""Automatización de procesos"", ""Analítica de Negocios"", ""Metodología Científica de los Datos""], ""lenguajes_programacion"": [""Python""], ""tags_adicionales"": [""Consultoría"", ""Soluciones Empresariales"", ""Demos""]}"
programmingwithclaudio/Proym6_Integrador_henry,No,Sí,"Machine Learning a Servicios Médicos Indicador de biopsias prostáticas. Preparación de Datos Se estandarizaron 550 registros médicos de pacientes para el análisis. Un 40% de los casos tenían datos faltantes en ciertos campos como mediciones de antígeno prostático. Se categorizaron 12 variables como factores de riesgo relevantes. Revisar supuestos: 1EDA.ipynb Modelado Se entrenó un modelo de Árboles de Decisión para predecir riesgo de biopsias. El modelo tuvo una precisión de 41% y capacidad de detección (recall) de 52% en el conjunto de prueba. Sólo predijo correctamente un 27% de casos de alto riesgo en la validación. Revisar supuestos: 2Modelamiento.ipynb 3Entrenamiento.ipynb 4Prediciones.ipynb Explicación a Usuarios Médicos Con la precisión actual del 41%, más de la mitad de las predicciones serían erróneas, lo cual es inaceptable. Para uso clínico se debería alcanzar al menos una precisión del 80%, con recall sobre 60%. Estamos trabajando en conseguir datos adicionales de pacientes para mejorar la detección de los casos complejos. Agradecemos su paciencia; los mantendremos informados sobre el progreso en las próximas semanas. En resumen, el desempeño actual del 41% de precisión no es suficiente para uso médico confiable. Trabajaremos en mejorar la calidad del modelo mediante la incorporación de más datos de pacientes. Por favor contáctennos ante cualquier duda",README.md,2024-02-25 01:47:33,https://github.com/programmingwithclaudio/Proym6_Integrador_henry,"{""proposito_principal"": ""Modelo de Machine Learning para predecir riesgo de biopsias prostáticas en servicios médicos"", ""dominio_aplicacion"": ""Salud"", ""tipo_proyecto"": [""Machine Learning"", ""Análisis de datos médicos""], ""tecnologias_backend"": [], ""tecnologias_frontend"": [], ""bases_datos"": [], ""ml_ia"": [""Árboles de Decisión""], ""devops_cloud"": [], ""funcionalidades_clave"": [""Predicción de riesgo de biopsias prostáticas"", ""Análisis de factores de riesgo médicos"", ""Validación de modelos médicos""], ""lenguajes_programacion"": [""Python""], ""tags_adicionales"": [""Investigación médica"", ""Modelo experimental"", ""Datos médicos""]}"
programmingwithclaudio/pyo_ops_vial,Sí,Sí,"Como especialista en ciencia de datos, manejaría los campos de fecha y hora del siguiente modo: Separar la columna en varias columnas: La columna contiene varios componentes (año, mes, día) combinados en un solo valor de cadena de texto. Para facilitar el análisis, es recomendable separar estos componentes en columnas individuales. Puedo crear tres nuevas columnas: , y . Separar la columna en varias columnas: De manera similar a la columna , la columna contiene la hora y los minutos combinados. Puedo crear dos nuevas columnas: y . Convertir las columnas de fecha y hora a formato de fecha y hora adecuado: Una vez que tengo columnas separadas para año, mes, día, hora y minuto, puedo crear una nueva columna que combine estos componentes en un formato de fecha y hora adecuado. Eliminar las columnas originales y : Después de crear las nuevas columnas separadas y la columna , puedo eliminar las columnas originales y si ya no son necesarias. Aplicar formatos de fecha y hora según sea necesario: Dependiendo de los requisitos del análisis, puedo aplicar formatos específicos a las columnas de fecha y hora utilizando el método de pandas. Estos pasos garantizarán que los campos de fecha y hora estén en un formato adecuado y separado para un análisis más efectivo. Además, tener columnas separadas para año, mes, día, hora y minuto facilitará la realización de operaciones y cálculos relacionados con fechas y horas, como filtrar por rangos de fechas, agrupar por períodos de tiempo, calcular duraciones, etc. LEER GEOESPACIALES EN POSTGRES En sistemas Windows, la instalación de PostGIS puede ser un poco diferente. Aquí hay una guía paso a paso para instalar PostGIS en PostgreSQL en Windows: Descargar PostGIS Binaries: Visita la página de descargas de PostGIS y selecciona la versión que corresponde a tu versión de PostgreSQL y arquitectura (32-bit o 64-bit). Instalar PostGIS Binaries: Ejecuta el instalador que descargaste y sigue las instrucciones del asistente de instalación. Asegurar la ubicación del archivo postgis.control: Después de la instalación, verifica si el archivo está en la carpeta correcta. Puede estar en una ubicación similar a: Asegúrate de que este archivo exista. Agregar la extensión PostGIS desde PostgreSQL: Abre tu consola de PostgreSQL y ejecuta: Si recibes algún error relacionado con la ruta del archivo , puedes proporcionar la ruta completa del archivo. Por ejemplo: Con estos pasos, deberías poder instalar y habilitar la extensión PostGIS en tu base...",README.md,2024-03-09 19:52:55,https://github.com/programmingwithclaudio/pyo_ops_vial,"{""proposito_principal"": ""Procesamiento y análisis de datos de tráfico vial con componentes geoespaciales"", ""dominio_aplicacion"": ""Transporte y movilidad urbana"", ""tipo_proyecto"": [""Data Processing"", ""Data Analysis""], ""tecnologias_backend"": [], ""tecnologias_frontend"": [], ""bases_datos"": [""PostgreSQL"", ""PostGIS""], ""ml_ia"": [], ""devops_cloud"": [], ""funcionalidades_clave"": [""Procesamiento de datos de fecha y hora"", ""Análisis geoespacial"", ""Separación de componentes temporales"", ""Conversión de formatos de fecha/hora""], ""lenguajes_programacion"": [""Python""], ""tags_adicionales"": [""Data Science"", ""Geospatial Analysis"", ""PostGIS Extension"", ""Windows Installation Guide""]}"
programmingwithclaudio/science-weekly-sales-transactions,Sí,Sí,TRAER CAMPOS DE UNA RELACION A OTRA TABLA AGRUPAR CATEGORIAS FILTROS AVANZADOS REVISAR Incio en GCP - Google Cloud Console Nuevo Proyecto nombre del proyecto: test-automatization-drive Apis y Servicios: Biblioteca Google Drive Api: habilitar // Google Sheets API Pantalla de concentimiento: nombre de la aplicacion : test-atomatization-drive-app Correo electrónico de asistencia del usuario: clblommberg@gmail.com Publico : Usuarios Externos Información de contacto: clblommberg@gmail.com Acesso a datos: marcar todos guardar Clientes: Crear un Cliente opciones: aplicacion web android extension de chrome ios tvs y dispositivos de entrada limitada app de escritorio plataforma universal de windows (uwp) Automatizaciones Ve a Credenciales Crear credenciales ID de cliente de OAuth 2.0 Tipo de aplicación: Aplicación de escritorio Nombre: python-automation-client Descarga el archivo JSON de credenciales Guarda ese archivo como credentials.json y úsalo en tu script https://medium.com/data-science/how-to-download-a-specific-sheet-by-name-from-a-google-spreadsheet-as-a-csv-file-e8c7b4b79f39,README.md,2025-04-12 06:33:54,https://github.com/programmingwithclaudio/science-weekly-sales-transactions,"{""proposito_principal"": ""Automatización de descarga de hojas específicas de Google Sheets como archivos CSV"", ""dominio_aplicacion"": ""DevOps"", ""tipo_proyecto"": [""CLI Tool"", ""Script de automatización""], ""tecnologias_backend"": [], ""tecnologias_frontend"": [], ""bases_datos"": [], ""ml_ia"": [], ""devops_cloud"": [""Google Cloud Platform"", ""Google Drive API"", ""Google Sheets API""], ""funcionalidades_clave"": [""Autenticación OAuth 2.0"", ""Descarga de hojas específicas de Google Sheets"", ""Conversión a CSV"", ""Gestión de credenciales""], ""lenguajes_programacion"": [""Python""], ""tags_adicionales"": [""Google APIs"", ""Automatización"", ""Scripting""]}"
programmingwithclaudio/scraping-etl-db,Sí,Sí,ETL y Scraping pipeline pyspark-example ml-pipeline e2e-data-engineering 23 patrones de diseño - erich gamma .pdf,README.md,2025-03-16 01:17:26,https://github.com/programmingwithclaudio/scraping-etl-db,"{""proposito_principal"": ""Pipeline de ETL y scraping para procesamiento de datos con PySpark"", ""dominio_aplicacion"": ""Data Engineering"", ""tipo_proyecto"": [""Pipeline de datos"", ""ETL"", ""Scraper""], ""tecnologias_backend"": [""PySpark""], ""tecnologias_frontend"": [], ""bases_datos"": [], ""ml_ia"": [], ""devops_cloud"": [], ""funcionalidades_clave"": [""Extracción de datos (scraping)"", ""Transformación de datos"", ""Carga de datos (ETL)"", ""Procesamiento distribuido con Spark""], ""lenguajes_programacion"": [""Python""], ""tags_adicionales"": [""Patrones de diseño"", ""Data Engineering"", ""Ejemplo educativo""]}"
programmingwithclaudio/sem2_ia_multimodal,No,Sí,"🧠 Proyecto: Agente Multimodal con Redis y Gradio 📋 Requisitos del Entorno | Componente | Versión | Descripción | | ----------- | ---------------------- | ---------------------------------------------------------- | | Windows | 10 | Sistema operativo base. | | Python | 3.12.10 | Lenguaje principal para scripts ETL y embeddings. | | Redis | 3.x | Almacenamiento clave-valor para cache y consultas rápidas. | | FFmpeg | 8.x (Essentials Build) | Requerido para el procesamiento de audio. | | FAISS | Compatible con CPU | Motor de búsqueda vectorial optimizado. | ⚙️ Instalación de Dependencias 1️⃣ Instalar FFmpeg Opción A – Desde WinGet (recomendada): Opción B – Manual: Descarga desde https://ffmpeg.org/download.html Extrae el contenido en una ruta segura, por ejemplo: Verificar instalación: Ubicación del ejecutable (PowerShell): Configurar la ruta en el script principal: 🧩 Estructura del Proyecto 🚀 Flujo de Ejecución Antes de ejecutar, asegúrate de establecer el directorio base del proyecto: Paso 1: Generar Embeddings Ejecuta el script: Este proceso: Lee el CSV de entrada (≈ 38 millones de registros) Divide el dataset en chunks de 500 registros Genera embeddings y los almacena localmente Paso 2: Levantar el Agente Ejecuta el script: El agente: Conecta a Redis 3 Carga los embeddings en FAISS Expone una interfaz Gradio para interacción en tiempo real (por ejemplo, búsqueda semántica, consultas naturales o audio-inputs) 🔁 Flujo General del Sistema (https://postimg.cc/YL1thT8X) 🧮 Recomendaciones de Rendimiento Utiliza FAISS con índices HNSW o IVFFlat para acelerar búsquedas vectoriales. Aumenta el de Redis si el dataset excede 4 GB. Ejecuta el proceso en modo batch durante las horas de baja carga. Considera un SSD para almacenar los embeddings (mayor IOPS). 🧰 Comandos Útiles | Tarea | Comando | | ---------------------------- | --------------------------------- | | Verificar Redis activo | | | Monitorear memoria Redis | | | Verificar instalación Python | | | Instalar dependencias Python | |",README.md,2025-11-12 04:53:22,https://github.com/programmingwithclaudio/sem2_ia_multimodal,"{""proposito_principal"": ""Agente multimodal para búsqueda semántica y consultas naturales con procesamiento de audio"", ""dominio_aplicacion"": ""Inteligencia Artificial"", ""tipo_proyecto"": [""Agente IA"", ""Sistema de búsqueda semántica"", ""Interfaz multimodal""], ""tecnologias_backend"": [""Python""], ""tecnologias_frontend"": [""Gradio""], ""bases_datos"": [""Redis""], ""ml_ia"": [""FAISS"", ""Embeddings"", ""Búsqueda vectorial"", ""Procesamiento de audio""], ""devops_cloud"": [], ""funcionalidades_clave"": [""Generación de embeddings"", ""Búsqueda semántica"", ""Procesamiento de audio"", ""Interfaz en tiempo real"", ""Cache con Redis"", ""Consultas naturales""], ""lenguajes_programacion"": [""Python""], ""tags_adicionales"": [""ETL"", ""Multimodal"", ""Vector database"", ""CPU optimized""]}"
programmingwithclaudio/sem3_ia_simulator_market,No,Sí,"🧠 MONETO — Simulador de Mercado Contextual Basado en IA Descripción General del Proyecto Moneto no es solo un generador de opiniones: es un simulador de mercado contextual, diseñado para ayudar a empresas peruanas y latinoamericanas a predecir la recepción de productos antes de su lanzamiento. Su objetivo es reducir el riesgo comercial y maximizar las oportunidades de éxito mediante opiniones simuladas realistas, derivadas de modelos de lenguaje e inteligencia contextual adaptados al entorno local. 🎯 Propósito Permitir a las empresas: Evaluar la aceptación potencial de nuevos productos. Simular escenarios de percepción del mercado. Obtener insights accionables antes de invertir en campañas reales. Arquitectura Funcional Flujo de Trabajo y Etapas Clave 1️⃣ Definición del Producto Explicación y sustentación: Definición del producto: Se comienza con el cliente definiendo el producto. Es crucial saber si es nuevo o existente para ajustar la generación de opiniones. Para productos nuevos, se perfilan mercados objetivo; para existentes, se analiza la competencia. Campos clave: Se recopila información básica del producto (nombre, empresa, detalles) que servirá para generar opiniones realistas. Almacenamiento en Redis: Se usa Redis para guardar la sesión y mantener el estado del proceso. 2️⃣ Configuración Analítica Redis almacena el contexto y mantiene la sesión activa. Se define una distribución objetivo de sentimientos (por ejemplo: 55% positivo, 30% neutro, 15% negativo). 3️⃣ Selección del Motor Matemático | Motor | Descripción | Uso Ideal | | --------------------- | ------------------------------------------------------------------------- | --------------------- | | 🎯 SMART-MATCH | Distribución basada en correlación semántica entre mercado y sentimiento. | Estudios predictivos. | | ⚡ DYNAMIC-BALANCE | Ajuste iterativo según desviación de tendencia. | Monitoreo continuo. | | 🎲 REAL-VADER | Feedback loop con analizador VADER + contexto local. | Validación final. | 4️⃣ Generación Contextual (DeepSeek) El modelo DeepSeek produce opiniones en lenguaje natural considerando: Modismos locales (ej. “ta bueno”, “pasadito”, “pa’ probar”) Comportamientos de consumo realistas Distribución estadística definida Ejemplo: 5️⃣ Validación Análisis de sentimiento con VADER. Comparación entre la distribución esperada y la real obtenida. Si la diferencia Δ 2%, el sistema recalibra los parámetros y regenera datos. 6️⃣ Salidas del Sistema Archivos: CSV / JSON Visualización:...",README.md,2025-11-04 18:23:31,https://github.com/programmingwithclaudio/sem3_ia_simulator_market,"{""proposito_principal"": ""Simulador de mercado contextual basado en IA para predecir la recepción de productos antes de su lanzamiento"", ""dominio_aplicacion"": ""Análisis de mercado y comercio"", ""tipo_proyecto"": [""Simulador"", ""Herramienta de análisis predictivo"", ""Sistema de generación de opiniones""], ""tecnologias_backend"": [], ""tecnologias_frontend"": [], ""bases_datos"": [""Redis""], ""ml_ia"": [""DeepSeek"", ""VADER"", ""Modelos de lenguaje"", ""Análisis de sentimiento"", ""Generación de opiniones contextuales""], ""devops_cloud"": [], ""funcionalidades_clave"": [""Generación de opiniones simuladas realistas"", ""Análisis de sentimiento con VADER"", ""Distribución estadística de sentimientos"", ""Validación y recalibración automática"", ""Almacenamiento de sesión en Redis"", ""Múltiples motores matemáticos (SMART-MATCH, DYNAMIC-BALANCE, REAL-VADER)"", ""Exportación de datos en CSV/JSON"", ""Visualización de resultados""], ""lenguajes_programacion"": [], ""tags_adicionales"": [""Contexto peruano y latinoamericano"", ""Simulación de mercado"", ""Predicción comercial"", ""Reducción de riesgo""]}"
programmingwithclaudio/sem4_ia_agente_documentador,No,Sí,"Asistente Inteligente de Documentación para Objetivo: asistir en infromación sobre detalles ténicos de la demo y generar una documentación . Usos en frameworks de python (Directo) Configurar entorno , api llm's en y Ejecutar directamente este comando en el directorio principal. (Opcional) Clonar el proyecto y directamente saltar a . 1 Deploy mediante Docker (Kernel-Linux 5.15) (modo contenedor) 1.1 renombrar el por 1.2 Ejecución mediante Docker (modo contenedor) Validar acceso en: Ruta: http://localhost:8000/docs 2 Deploy Agente local Ruta: http://localhost:7865",README.md,2025-11-13 01:28:59,https://github.com/programmingwithclaudio/sem4_ia_agente_documentador,"{""proposito_principal"": ""Asistente Inteligente de Documentación para generar documentación técnica de proyectos"", ""dominio_aplicacion"": ""Desarrollo de Software"", ""tipo_proyecto"": [""API REST"", ""Agente de IA""], ""tecnologias_backend"": [""FastAPI""], ""tecnologias_frontend"": [], ""bases_datos"": [], ""ml_ia"": [""API LLM's""], ""devops_cloud"": [""Docker""], ""funcionalidades_clave"": [""Generación de documentación automática"", ""Asistencia técnica para detalles de demo"", ""API REST con documentación interactiva""], ""lenguajes_programacion"": [""Python""], ""tags_adicionales"": [""Open Source"", ""Documentación Automática"", ""Agente Inteligente""]}"
programmingwithclaudio/service-etl-wst,Sí,Sí,"ETL y Ploting Etl Modelo class call-center-anonymous-bank Churn-Prediction Callcenterdataanalist practicaadvancedsql streamlit run app.py Entiendo. Basándome en la configuración de PostgreSQL que me has mostrado y en los comandos docker que proporcionaste para MariaDB y phpMyAdmin, voy a crear un archivo equivalente para MariaDB y phpMyAdmin. Aquí tienes: Este archivo YAML configura dos servicios: : Este es el servicio de MariaDB. Usa la imagen . Expone el puerto de MariaDB (3306) al host. Usa un volumen para persistir los datos. Configura las variables de entorno para el usuario, contraseña y nombre de la base de datos. : Este es el servicio de phpMyAdmin para administrar la base de datos. Depende del servicio . Usa la imagen . Expone el puerto 80 del contenedor al host. Configura las variables de entorno para conectarse a MariaDB. Para usar este archivo, necesitarás definir las siguientes variables de entorno en un archivo en el mismo directorio: Asegúrate de cambiar estos valores según tus necesidades. También, nota que he definido el volumen como externo, al igual que en tu ejemplo de PostgreSQL. Si prefieres crear el volumen automáticamente, puedes cambiar esa parte a: ¿Quieres que explique algo más sobre esta configuración? USE ; SELECT FROM .calls; SELECT FROM calls; Para abordar las preguntas analíticas planteadas y desarrollar funciones en Python que nos permitan analizar los datos según las relaciones entre , , y , vamos a proceder a implementar cada función específica. A continuación, te mostraré cómo podemos estructurar estas funciones: Funciones para Analizar los Datos Para df1 (Datos de Contratación y Servicio al Cliente): Volumen de llamadas por tipo de usuario: Analizaremos la distribución de llamadas entre diferentes tipos de usuarios. Distribución de estados de los casos de servicio al cliente: Investigaremos cuántos casos están en diferentes estados. Motivos de rechazo más comunes: Identificaremos los principales motivos por los cuales se rechazan los casos de servicio. Patrones en la hora de inicio y fin del servicio al cliente: Determinaremos si hay horas del día específicas en las que se concentra más el inicio o fin de las llamadas de servicio. Productos más solicitados o con más casos de servicio: Analizaremos la frecuencia con la que se reportan casos relacionados con diferentes productos. Para df2 (Datos de Agentes y Actividad de Login): Frecuencia de actividad de login por agente: Evaluar la cantidad de veces que cada agente...",README.md,2024-08-19 15:47:43,https://github.com/programmingwithclaudio/service-etl-wst,"{""proposito_principal"": ""ETL y análisis de datos para predicción de churn en call center bancario"", ""dominio_aplicacion"": ""Banca"", ""tipo_proyecto"": [""ETL"", ""Dashboard"", ""Data Analysis""], ""tecnologias_backend"": [""Python"", ""Streamlit""], ""tecnologias_frontend"": [""Streamlit""], ""bases_datos"": [""PostgreSQL"", ""MariaDB""], ""ml_ia"": [""Churn-Prediction""], ""devops_cloud"": [""Docker""], ""funcionalidades_clave"": [""Procesamiento ETL"", ""Análisis de datos de call center"", ""Visualización de datos"", ""Predicción de churn"", ""Consultas SQL avanzadas""], ""lenguajes_programacion"": [""Python"", ""SQL""], ""tags_adicionales"": [""Call Center Analytics"", ""Advanced SQL"", ""Data Pipeline""]}"
programmingwithclaudio/services-etl-db,Sí,Sí,"ETL y Ploting Etl Modelo class call-center-anonymous-bank Churn-Prediction Callcenterdataanalist practicaadvancedsql streamlit run app.py Entiendo. Basándome en la configuración de PostgreSQL que me has mostrado y en los comandos docker que proporcionaste para MariaDB y phpMyAdmin, voy a crear un archivo equivalente para MariaDB y phpMyAdmin. Aquí tienes: Este archivo YAML configura dos servicios: : Este es el servicio de MariaDB. Usa la imagen . Expone el puerto de MariaDB (3306) al host. Usa un volumen para persistir los datos. Configura las variables de entorno para el usuario, contraseña y nombre de la base de datos. : Este es el servicio de phpMyAdmin para administrar la base de datos. Depende del servicio . Usa la imagen . Expone el puerto 80 del contenedor al host. Configura las variables de entorno para conectarse a MariaDB. Para usar este archivo, necesitarás definir las siguientes variables de entorno en un archivo en el mismo directorio: Asegúrate de cambiar estos valores según tus necesidades. También, nota que he definido el volumen como externo, al igual que en tu ejemplo de PostgreSQL. Si prefieres crear el volumen automáticamente, puedes cambiar esa parte a: ¿Quieres que explique algo más sobre esta configuración? USE ; SELECT FROM .calls; SELECT FROM calls; Para abordar las preguntas analíticas planteadas y desarrollar funciones en Python que nos permitan analizar los datos según las relaciones entre , , y , vamos a proceder a implementar cada función específica. A continuación, te mostraré cómo podemos estructurar estas funciones: Funciones para Analizar los Datos Para df1 (Datos de Contratación y Servicio al Cliente): Volumen de llamadas por tipo de usuario: Analizaremos la distribución de llamadas entre diferentes tipos de usuarios. Distribución de estados de los casos de servicio al cliente: Investigaremos cuántos casos están en diferentes estados. Motivos de rechazo más comunes: Identificaremos los principales motivos por los cuales se rechazan los casos de servicio. Patrones en la hora de inicio y fin del servicio al cliente: Determinaremos si hay horas del día específicas en las que se concentra más el inicio o fin de las llamadas de servicio. Productos más solicitados o con más casos de servicio: Analizaremos la frecuencia con la que se reportan casos relacionados con diferentes productos. Para df2 (Datos de Agentes y Actividad de Login): Frecuencia de actividad de login por agente: Evaluar la cantidad de veces que cada agente...",README.md,2024-07-21 06:59:28,https://github.com/programmingwithclaudio/services-etl-db,"{""proposito_principal"": ""ETL y análisis de datos para predicción de churn en call center bancario"", ""dominio_aplicacion"": ""Banca/Finanzas"", ""tipo_proyecto"": [""ETL"", ""Dashboard"", ""Data Analysis""], ""tecnologias_backend"": [""Streamlit""], ""tecnologias_frontend"": [""Streamlit""], ""bases_datos"": [""PostgreSQL"", ""MariaDB""], ""ml_ia"": [""Churn Prediction""], ""devops_cloud"": [""Docker""], ""funcionalidades_clave"": [""Procesamiento ETL"", ""Análisis de datos de call center"", ""Visualización de datos"", ""Gestión de base de datos""], ""lenguajes_programacion"": [""Python"", ""SQL""], ""tags_adicionales"": [""Call Center Analytics"", ""Advanced SQL"", ""phpMyAdmin""]}"
programmingwithclaudio/spark-etl-postgres-example,Sí,Sí,,README.md,2024-11-04 14:13:14,https://github.com/programmingwithclaudio/spark-etl-postgres-example,"{""proposito_principal"": ""No se puede determinar - falta información sobre el propósito del proyecto"", ""dominio_aplicacion"": ""No se puede determinar - falta información sobre el dominio de aplicación"", ""tipo_proyecto"": [], ""tecnologias_backend"": [], ""tecnologias_frontend"": [], ""bases_datos"": [], ""ml_ia"": [], ""devops_cloud"": [], ""funcionalidades_clave"": [], ""lenguajes_programacion"": [], ""tags_adicionales"": []}"
programmingwithclaudio/spring-boot-login-example,Sí,Sí,"Spring Boot Login example with Spring Security, MySQL and JWT Build a Spring Boot Login and Registration example (Rest API) that supports JWT with HttpOnly Cookie. You’ll know: Appropriate Flow for User Login and Registration with JWT and HttpOnly Cookies Spring Boot Rest Api Architecture with Spring Security How to configure Spring Security to work with JWT How to define Data Models and association for Authentication and Authorization Way to use Spring Data JPA to interact with MySQL Database User Registration, Login and Authorization process. Spring Boot Server Architecture with Spring Security You can have an overview of our Spring Boot Server with the diagram below: For more detail, please visit: Spring Boot Login example with MySQL and JWT For H2 Embedded database For MongoDB Working with Front-end: Angular 12 / Angular 13 / Angular 14 / Angular 15 / Angular 16 / Angular 17 React / React Redux Dependency – If you want to use PostgreSQL: – or MySQL: Configure Spring Datasource, JPA, App properties Open For PostgreSQL: For MySQL Run Spring Boot application Run following SQL insert statements Refresh Token Spring Boot Refresh Token with JWT example More Practice: Spring Boot File upload example with Multipart File Exception handling: @RestControllerAdvice example in Spring Boot Spring Boot Repository Unit Test with @DataJpaTest Spring Boot Rest Controller Unit Test with @WebMvcTest Spring Boot Pagination & Sorting example Validation: Spring Boot Validate Request Body Documentation: Spring Boot and Swagger 3 example Caching: Spring Boot Redis Cache example Associations: JPA/Hibernate One To Many example in Spring Boot JPA/Hibernate Many To Many example in Spring Boot JPA/Hibernate One To One example in Spring Boot Deployment: Deploy Spring Boot App on AWS – Elastic Beanstalk Docker Compose Spring Boot and MySQL example Fullstack CRUD App Vue.js + Spring Boot + H2 Embedded database example Vue.js + Spring Boot + MySQL example Vue.js + Spring Boot + PostgreSQL example Angular 8 + Spring Boot + Embedded database example Angular 8 + Spring Boot + MySQL example Angular 8 + Spring Boot + PostgreSQL example Angular 10 + Spring Boot + MySQL example Angular 10 + Spring Boot + PostgreSQL example Angular 11 + Spring Boot + MySQL example Angular 11 + Spring Boot + PostgreSQL example Angular 12 + Spring Boot + Embedded database example Angular 12 + Spring Boot + MySQL example Angular 12 + Spring Boot + PostgreSQL example Angular 13 + Spring Boot + H2 Embedded...",README.md,2024-10-12 02:41:33,https://github.com/programmingwithclaudio/spring-boot-login-example,"{""proposito_principal"": ""Ejemplo de sistema de Login y Registro con Spring Boot que implementa autenticación JWT con cookies HttpOnly"", ""dominio_aplicacion"": ""Desarrollo de Software"", ""tipo_proyecto"": [""API REST"", ""Template"", ""Ejemplo educativo""], ""tecnologias_backend"": [""Spring Boot"", ""Spring Security"", ""Spring Data JPA""], ""tecnologias_frontend"": [""Angular 12"", ""Angular 13"", ""Angular 14"", ""Angular 15"", ""Angular 16"", ""Angular 17"", ""React"", ""React Redux"", ""Vue.js""], ""bases_datos"": [""MySQL"", ""PostgreSQL"", ""H2 Embedded database"", ""MongoDB""], ""ml_ia"": [], ""devops_cloud"": [""Docker Compose"", ""AWS Elastic Beanstalk""], ""funcionalidades_clave"": [""Autenticación JWT"", ""Cookies HttpOnly"", ""Registro de usuarios"", ""Login de usuarios"", ""Autorización"", ""Refresh Token"", ""Subida de archivos"", ""Manejo de excepciones"", ""Validación de request body"", ""Paginación y ordenamiento"", ""Caché con Redis"", ""Documentación con Swagger 3"", ""Pruebas unitarias"", ""Asociaciones JPA/Hibernate""], ""lenguajes_programacion"": [""Java""], ""tags_adicionales"": [""Open Source"", ""Ejemplo educativo"", ""Template"", ""Spring Framework"", ""JWT Authentication"", ""REST API""]}"
